erro
5
4
4
4
4
4
5
4
4
4
4
5
5
5
4
4
4
4
3
4
4
4
3
3
3
3
4
4
4
4
3
3
3
3
3
4
4
4
2
2
3
3
3
4
2
2
2
4
3
3
5
4
4
4
4
3
2
3
3
3
3
3
2
2
3
2
2
2
3
2
2
3
3
3
3
4
4
3
4
3
2
3
3
3
2
2
2
1
2
3
3
1
2
3
3
2
3
3
3
1
1
1
2
2
2
2
3
3
3
4
4
3
4
3
2
2
2
1
0
1
1
0
0
-1
0
0
0
0
0
-2
-1
-1
-2
-3
-3
-3
-3
-4
-4
-4
-3
-3
-4
-3
-3
-2
-3
-5
-5
-4
-4
-4
-5
-5
-4
-2
-3
-4
-4
-4
-4
-5
-5
-5
-5
-6
-7
-7
-7
-6
-5
-6
-6
-4
-5
-5
-5
-4
-3
-4
-4
-3
-2
-2
-2
-2
-3
-3
-2
-3
-3
-4
-4
-4
-4
-6
-5
-4
-3
-2
-3
-3
-2
-2
-4
-3
-4
-5
-5
-8
-16
-24
-36
-46
-60
-72
-79
-82
-83
-83
-83
-85
-85
-84
-84
-84
-84
-85
-84
-85
-84
-84
-84
-80
-74
-79
-74
-53
-45
-37
-19
-11
-16
-6
1
-3
-2
0
-3
-9
-10
-18
-25
-36
-48
-56
-62
-64
-66
-68
-67
-66
-67
-67
-61
-52
-51
-46
-33
-26
-17
-14
0
14
11
13
10
6
3
1
-1
-5
-9
-14
-16
-17
-17
-18
-18
-19
-19
-22
-22
-24
-32
-38
-43
-51
-59
-63
-67
-67
-68
-71
-71
-70
-70
-69
-62
-60
-54
-45
-22
-17
-9
-2
2
2
2
3
4
4
4
4
5
4
4
5
5
4
4
5
5
4
4
4
3
3
3
2
0
-1
-1
-3
-3
-3
-3
-4
-4
-7
-11
-16
-23
-31
-40
-49
-58
-65
-69
-70
-73
-74
-74
-73
-73
-71
-70
-67
-66
-64
-58
-52
-42
-26
-11
-8
-4
2
3
5
5
5
4
4
6
6
6
6
6
6
5
5
4
4
5
4
3
3
2
2
2
2
2
2
3
3
4
4
3
4
4
3
2
2
2
1
0
-1
-1
-1
-1
-2
-3
-4
-3
-5
-7
-7
-9
-11
-13
-14
-15
-18
-22
-24
-23
-26
-28
-31
-31
-34
-34
-36
-39
-35
-34
-36
-36
-34
-31
-27
-23
-23
-21
-22
-23
-22
-19
-15
-10
-9
-6
-7
-4
-3
-2
-1
-1
1
1
1
2
2
2
2
2
2
2
3
3
2
1
1
2
2
2
1
2
1
1
1
1
2
1
2
3
2
1
1
1
1
1
3
3
2
2
2
2
2
2
3
4
4
4
3
3
3
3
3
3
3
3
2
2
2
2
3
3
2
2
2
2
1
2
2
4
4
4
4
4
3
2
3
4
3
2
2
1
2
2
2
2
2
2
2
2
3
3
3
4
2
2
1
2
3
4
3
3
3
3
3
2
3
4
3
2
2
2
3
3
3
3
4
4
4
4
4
4
3
2
3
3
3
4
4
3
4
4
4
3
4
4
3
3
2
3
4
4
3
3
4
4
4
5
4
3
4
4
3
3
4
3
3
3
4
3
4
4
3
3
3
3
3
4
3
3
2
2
2
2
2
2
2
3
2
2
1
0
1
1
1
1
0
0
1
0
1
0
0
-1
0
-1
-2
-3
-3
-3
-3
-3
-3
-4
-4
-5
-6
-6
-5
-5
-6
-7
-8
-9
-8
-7
-8
-7
-8
-8
-9
-8
-9
-9
-9
-11
-11
-10
-9
-10
-11
-12
-13
-13
-12
-14
-18
-24
-28
-34
-41
-51
-61
-69
-74
-79
-81
-82
-82
-82
-82
-82
-82
-82
-82
-82
-82
-82
-81
-81
-80
-73
-63
-50
-39
-24
-17
-22
-10
-4
-8
-9
-7
-8
-11
-10
-7
-7
-17
-22
-24
-17
-9
-4
2
9
11
11
10
8
8
9
8
8
9
8
8
8
7
8
8
8
8
7
7
7
7
8
9
8
9
9
10
11
13
16
24
34
51
69
80
80
79
77
71
67
70
74
79
84
86
87
91
92
92
93
94
92
93
93
93
93
94
94
94
93
94
93
91
88
78
77
73
64
52
47
35
19
19
13
8
7
4
4
4
4
4
5
5
5
4
5
5
4
5
5
5
5
4
4
4
5
6
4
4
5
5
5
5
6
5
5
4
4
4
5
4
4
4
4
4
4
4
4
4
4
3
4
4
4
3
3
4
5
3
4
3
3
3
3
3
3
3
3
3
3
4
4
5
4
4
4
3
3
4
3
4
3
1
-1
-2
0
-4
-1
-3
-2
0
0
3
4
5
5
5
5
5
5
4
4
4
5
5
5
4
5
5
4
4
3
3
2
1
1
1
1
2
3
3
5
5
5
6
6
7
7
8
8
8
9
8
9
9
9
10
10
11
12
13
14
16
19
21
24
28
30
33
36
38
41
44
49
55
65
74
89
93
89
89
92
94
94
95
95
92
91
89
86
84
82
80
78
72
70
67
63
59
54
51
46
31
23
17
13
7
6
5
5
6
6
6
7
8
8
8
8
8
8
9
9
8
8
7
5
2
-2
-6
-9
-12
-19
-26
-34
-43
-52
-55
-60
-62
-65
-67
-70
-73
-74
-77
-79
-79
-78
-74
-72
-68
-58
-56
-43
-32
-21
-11
-3
-1
2
3
3
2
3
3
2
2
3
3
4
3
3
4
4
4
4
4
4
3
3
2
2
1
1
1
0
0
1
0
-2
-1
-1
-2
-2
-2
-3
-5
-5
-5
-7
-9
-11
-13
-16
-19
-20
-20
-19
-18
-19
-23
-25
-25
-25
-25
-27
-25
-26
-31
-30
-27
-24
-20
-18
-14
-14
-14
-14
-13
-12
-10
-7
-9
-7
-7
-6
-6
-4
-3
-3
0
0
0
-1
-2
-2
-2
-2
-1
-1
-1
-2
-1
0
-1
0
0
0
1
0
2
2
3
2
2
0
0
0
0
0
0
0
0
-1
0
0
1
1
1
1
0
-2
-2
-2
-2
-2
-1
-2
-3
-3
-3
-4
-6
-11
-21
-36
-50
-63
-74
-80
-82
-83
-83
-84
-84
-84
-84
-83
-83
-84
-84
-84
-83
-83
-84
-83
-84
-82
-77
-68
-54
-48
-42
-22
-11
-10
-6
-3
-4
-4
-1
0
0
-1
-5
-8
-12
-14
-14
-17
-19
-26
-32
-40
-46
-53
-59
-63
-69
-71
-75
-78
-80
-80
-80
-78
-79
-78
-74
-71
-66
-52
-34
-21
-13
-4
-1
0
2
3
4
5
4
4
4
3
1
1
1
1
2
2
2
1
1
0
-2
-4
-9
-15
-24
-41
-44
-43
-44
-41
-39
-40
-50
-55
-58
-61
-61
-62
-64
-70
-69
-69
-69
-63
-55
-52
-46
-41
-34
-27
-22
-14
-8
-7
-4
-2
0
2
2
3
2
2
2
1
2
3
3
3
3
2
3
2
2
1
0
0
0
0
-2
-2
-1
-2
-1
-2
-3
-3
-3
-5
-6
-6
-8
-12
-13
-13
-14
-13
-11
-13
-13
-12
-11
-12
-10
-11
-13
-14
-14
-16
-16
-15
-16
-17
-17
-19
-21
-21
-23
-23
-20
-20
-21
-22
-21
-20
-21
-20
-18
-15
-12
-9
-6
-4
-4
-2
-3
-3
-2
-1
0
1
0
2
1
1
1
1
1
2
3
1
0
-1
0
-1
0
-1
1
0
1
2
1
0
-1
1
-1
-2
0
0
-1
-2
0
0
0
1
1
1
1
1
1
1
-1
-2
0
1
0
1
2
4
7
12
23
32
45
57
64
70
81
88
84
82
78
75
74
74
73
68
59
57
56
49
39
36
15
-6
-22
-37
-52
-54
-55
-55
-53
-49
-41
-27
-3
26
44
58
71
79
84
87
90
93
93
94
94
95
95
95
95
96
96
96
96
96
94
96
95
91
70
62
48
29
27
18
11
7
6
5
4
4
5
5
7
8
8
9
10
11
13
17
18
20
21
21
21
23
24
24
27
29
37
37
44
50
53
55
53
54
55
54
59
65
64
68
70
65
59
55
41
28
22
15
7
7
6
7
6
5
6
5
5
5
5
