erro
4
5
5
4
5
5
4
5
4
4
4
5
5
5
5
4
4
5
6
5
4
5
5
5
6
6
6
5
6
6
6
6
6
4
5
5
5
5
6
5
4
5
4
4
5
5
5
4
5
5
5
6
7
6
6
5
6
6
6
6
6
6
6
8
8
8
8
7
8
7
8
9
9
9
9
9
9
8
8
8
8
7
7
8
7
7
6
7
6
7
6
5
5
5
5
5
5
5
6
5
5
5
5
3
4
4
4
4
4
4
4
5
6
5
5
5
5
4
5
5
3
4
4
4
4
4
4
3
3
3
4
5
3
4
4
4
4
5
4
3
2
2
2
3
4
4
4
4
4
4
4
5
5
4
3
3
4
4
4
4
5
5
5
4
4
5
5
4
4
5
4
5
4
5
5
7
8
8
10
15
21
25
32
38
50
58
71
85
92
93
94
95
95
94
96
95
93
92
92
92
89
83
63
20
-13
-31
-43
-51
-51
-51
-50
-47
-43
-35
-28
-10
16
52
78
92
97
98
98
99
98
97
96
96
97
98
97
95
97
97
94
90
82
64
52
37
17
11
8
6
5
5
4
4
3
3
3
3
3
4
5
5
5
5
6
6
6
6
6
6
6
6
8
9
9
11
12
12
14
16
18
23
30
32
36
38
41
39
36
34
32
33
28
31
30
30
27
27
28
23
23
20
17
15
14
13
12
12
11
10
9
9
8
7
7
7
6
6
5
5
5
4
5
6
6
5
5
4
3
4
4
5
6
6
4
5
6
6
6
5
5
4
5
5
5
4
4
4
4
4
5
6
5
5
5
6
5
5
6
4
4
5
6
7
7
6
7
8
10
10
10
9
9
9
10
10
11
12
12
12
13
11
12
12
12
12
10
10
11
10
10
11
11
11
11
9
9
8
8
7
7
7
7
6
6
6
5
4
5
5
5
4
4
4
4
3
4
3
3
3
3
2
3
3
2
3
2
2
2
2
3
3
2
4
4
3
4
3
3
2
2
3
3
2
2
2
2
2
3
3
4
4
3
1
-1
-6
-16
-32
-46
-55
-62
-69
-73
-74
-65
-43
-21
2
7
6
7
7
7
7
7
8
8
8
8
8
8
9
9
9
9
9
8
8
8
8
7
10
14
22
28
36
50
54
48
26
14
4
3
4
4
3
4
3
4
3
3
3
4
4
4
4
4
4
4
3
3
3
2
4
3
3
4
4
5
4
4
4
4
3
2
3
3
3
3
3
2
2
3
2
3
1
0
0
0
0
-1
-2
-2
-4
-4
-7
-8
-10
-12
-13
-11
-12
-12
-13
-15
-18
-18
-20
-21
-22
-25
-28
-27
-27
-30
-28
-25
-24
-22
-18
-18
-17
-18
-17
-16
-16
-12
-10
-8
-8
-5
-5
-6
-3
-2
-1
0
0
1
2
2
1
1
1
1
1
1
0
-1
0
0
0
2
3
3
2
2
2
3
3
4
4
7
17
32
54
76
92
92
92
92
90
90
89
87
83
77
72
62
54
54
46
30
24
13
3
-10
-9
-8
-10
-10
-8
-4
0
3
4
7
7
9
11
12
14
19
22
29
39
55
68
79
89
92
93
92
92
93
93
93
94
94
94
94
92
92
93
93
93
93
86
73
55
43
25
20
18
12
10
9
7
6
4
5
6
7
7
9
10
10
10
10
11
13
15
16
19
19
19
22
23
21
24
24
30
33
40
46
51
54
52
45
48
43
45
52
53
49
47
42
34
29
27
21
14
11
8
7
5
5
5
5
4
3
4
3
3
4
3
2
2
3
3
3
3
2
2
3
2
2
2
2
2
2
3
3
3
3
4
4
3
3
3
3
3
2
3
4
4
3
3
4
5
5
4
4
4
5
6
6
7
7
7
7
7
8
8
8
7
6
5
4
4
4
4
4
5
5
5
6
6
8
8
8
9
9
9
10
10
9
9
8
7
7
6
5
5
5
5
5
5
5
7
7
6
6
7
12
26
43
62
82
93
95
95
94
97
96
95
96
96
96
96
96
97
97
95
95
95
94
93
86
79
66
55
38
25
19
13
11
10
7
3
0
-3
-6
-3
1
3
4
4
3
1
-2
-1
-3
-1
2
6
9
11
11
11
10
9
9
9
8
8
8
8
8
8
8
8
8
8
8
8
9
8
9
9
9
8
7
7
5
4
6
11
15
15
15
12
13
17
16
16
13
10
7
6
5
4
4
4
3
3
3
4
3
3
3
2
2
2
1
2
1
1
3
2
3
5
5
5
4
3
2
2
2
